Platform,Segment,Type,Keyword,Country,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
Cisco,Informational + Branded,Gain,cisco earnings,US,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",2000,21,0.27,553,1085,532,0,2,1,1,,https://investor.cisco.com/news/news-details/2024/CISCO-REPORTS-FIRST-QUARTER-EARNINGS/default.aspx,,https://investor.cisco.com/news/news-details/2025/CISCO-REPORTS-THIRD-QUARTER-EARNINGS/default.aspx,2025-01-26 1:46:59,2025-07-21 4:20:11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco dividend,US,"People also ask, Top stories, Thumbnail, Discussions and forums, Sitelinks, Video preview",700,17,0.23,24,551,527,0,3,1,2,,https://investor.cisco.com/stock-information/dividends-and-splits/default.aspx,,https://investor.cisco.com/stock-information/dividends-and-splits/default.aspx,2025-01-26 8:56:00,2025-07-26 18:36:46,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco switch,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview, Top stories",2300,12,0.17,812,1226,414,0,1,1,,,https://www.cisco.com/site/us/en/products/networking/switches/index.html,,https://www.cisco.com/site/us/en/products/networking/switches/index.html,2025-01-29 16:48:53,2025-07-26 7:21:25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Informational + Branded,Gain,cisco live 2025,US,"AI Overview, Sitelinks, People also ask, Video preview, Top stories, Thumbnail",4300,13,0.05,923,1223,299,0,4,4,,,https://www.cisco.com/c/en/us/training-events/events/global-calendar.html,,https://newsroom.cisco.com/c/r/newsroom/en/us/a/y2025/m06/cisco-live-us-2025-day-1-vision-for-the-future.html,2025-01-28 21:50:32,2025-07-22 21:38:50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco firewall,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview, Top stories",1300,4,1.97,569,824,255,0,1,1,,,https://www.cisco.com/site/us/en/products/security/firewalls/index.html,,https://www.cisco.com/site/us/en/products/security/firewalls/index.html,2025-01-25 19:17:39,2025-07-25 3:56:47,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco mission statement,US,"Sitelinks, People also ask, Video preview",200,11,3.63,2,170,168,0,3,1,2,,https://www.cisco.com/site/us/en/about/purpose/index.html,,https://www.cisco.com/site/us/en/about/purpose/index.html,2025-01-18 20:18:20,2025-07-29 1:09:50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco.com,US,"Sitelinks, People also ask, Video preview",800,96,4,498,641,143,0,1,1,,,https://www.cisco.com/,,https://www.cisco.com/,2025-01-28 21:02:16,2025-07-24 16:47:53,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Gain,cisco 8851,US,"People also ask, Knowledge panel, Sitelinks, Video preview, Knowledge card",1100,2,1.94,240,367,126,0,1,1,,,https://www.cisco.com/c/en/us/products/collaboration-endpoints/ip-phone-8851/index.html,,https://www.cisco.com/c/en/us/products/collaboration-endpoints/ip-phone-8851/index.html,2025-01-25 1:56:27,2025-07-25 12:15:32,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Informational + Branded,Gain,cisco access point,US,"Sitelinks, Shopping, Thumbnail, People also ask, Top stories, Video preview",600,10,1.53,327,451,124,0,1,1,,,https://www.cisco.com/site/us/en/products/networking/wireless/access-points/index.html,,https://www.cisco.com/site/us/en/products/networking/wireless/access-points/index.html,2025-01-25 17:01:33,2025-07-25 18:17:15,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Informational + Branded,Loss,cisco splunk,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Top stories",3700,16,2.83,1898,717,-1182,0,1,1,,AI Overview,https://www.cisco.com/site/us/en/about/corporate-strategy-office/acquisitions/splunk/index.html,AI Overview,https://www.cisco.com/site/us/en/about/corporate-development/acquisitions/splunk/index.html,2025-01-29 17:40:05,2025-07-28 16:17:44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,cisco splunk acquisition,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",5500,9,5.51,3223,2694,-529,0,1,2,-1,,https://investor.cisco.com/news/news-details/2024/Cisco-Completes-Acquisition-of-Splunk/default.aspx,,https://investor.cisco.com/news/news-details/2024/Cisco-Completes-Acquisition-of-Splunk/default.aspx,2025-01-24 10:35:20,2025-07-25 13:21:19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,cisco packet tracer,US,"Sitelinks, Video preview, Top stories, Thumbnail",12000,28,0.16,3184,2715,-468,0,2,2,,,https://learningnetwork.cisco.com/s/question/0D53i00000Kt599CAB/download-packet-tracer,,https://learningnetwork.cisco.com/s/question/0D53i00000Kt599CAB/download-packet-tracer,2025-01-29 21:29:49,2025-07-29 2:37:07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,cisco switch commands,US,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",450,0,0.78,385,48,-337,0,1,1,,,https://www.cisco.com/c/en/us/td/docs/routers/nfvis/switch_command/b-nfvis-switch-command-reference/switch_show_commands.html,AI Overview,https://www.cisco.com/c/en/us/td/docs/routers/nfvis/switch_command/b-nfvis-switch-command-reference/switch_show_commands.html,2025-01-11 3:37:16,2025-07-17 19:51:37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,download cisco packet tracer,US,"Sitelinks, Video preview",450,27,0.36,461,134,-327,0,1,2,-1,,https://learningnetwork.cisco.com/s/question/0D53i00000Kt599CAB/download-packet-tracer,,https://learningnetwork.cisco.com/s/question/0D53i00000Kt599CAB/download-packet-tracer,2025-01-26 3:57:07,2025-07-11 3:14:16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,cisco networking academy,US,"Sitelinks, People also ask, Video preview, Top stories, Thumbnail",6200,75,2.21,298,15,-283,0,2,3,-1,,https://www.cisco.com/c/m/en_sg/partners/cisco-networking-academy/index.html,,https://www.cisco.com/c/en/us/training-events.html,2025-01-29 19:20:50,2025-07-29 4:25:54,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,ciscos,US,"Sitelinks, People also ask, Knowledge panel, Video preview, Thumbnail",600,79,3.79,275,1,-274,0,1,3,-2,,https://www.cisco.com/,,https://www.cisco.com/,2025-01-24 0:00:46,2025-07-28 7:56:39,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,what is cisco,US,"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview, Knowledge panel",1800,41,1.06,397,137,-260,0,1,2,-1,,https://www.cisco.com/,People also ask,https://www.cisco.com/c/en/us/about.html,2025-01-26 16:33:45,2025-07-20 7:23:40,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,cisco certification,US,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",7400,51,1.93,6740,6490,-249,0,1,1,,,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/index.html,,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/index.html,2025-01-28 14:18:44,2025-07-28 22:24:37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Branded,Loss,what is cisco meraki,US,"Featured snippet, People also ask, Sitelinks, Video preview",500,12,1.71,290,89,-201,0,1,3,-2,,https://meraki.cisco.com/,,https://meraki.cisco.com/,2025-01-28 10:12:06,2025-07-26 17:43:04,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,nvme,US,"Featured snippet, People also ask, Shopping, Thumbnail, Knowledge panel, Sitelinks, Video preview",46000,62,0.24,0,13100,13100,0,19,1,18,,https://www.cisco.com/c/en/us/solutions/computing/what-is-nvme.html,Featured snippet,https://www.cisco.com/site/us/en/learn/topics/computing/what-is-nvme.html,2025-01-29 12:25:08,2025-07-29 3:14:27,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Informational + Non Branded,Gain,ethernet,US,"AI Overview, Thumbnail, Featured snippet, People also ask, Sitelinks, Video preview, Knowledge panel",41000,50,0.18,100,9495,9395,0,5,1,4,,https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-ethernet.html,AI Overview,https://www.cisco.com/site/us/en/learn/topics/networking/what-is-an-ethernet-switch.html,2025-01-28 7:16:52,2025-07-28 21:07:09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,power over ethernet,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Top stories, Knowledge panel",6100,20,0.33,269,2798,2529,0,3,1,2,,https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-power-over-ethernet.html,AI Overview,https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-power-over-ethernet.html,2025-01-29 21:19:45,2025-07-26 1:09:48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,hackers,US,"Thumbnail, Top stories, People also ask, Sitelinks, Video preview, Knowledge panel",33000,78,0.17,237,2596,2359,0,6,3,3,,https://www.cisco.com/c/en/us/products/security/what-is-a-hacker.html,,https://www.cisco.com/c/en/us/products/security/what-is-a-hacker.html,2025-01-29 5:46:55,2025-07-29 6:02:41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,ai assistant,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Top stories, Video preview",19000,48,1.52,2,1818,1816,0,34,6,28,,https://www.cisco.com/site/us/en/solutions/artificial-intelligence/ai-assistant/index.html,,https://www.cisco.com/site/us/en/solutions/artificial-intelligence/ai-assistant/index.html,2025-01-29 17:15:26,2025-07-26 10:15:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,it cloud solution,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums",22000,28,0.22,89,1628,1538,0,18,6,12,,https://www.cisco.com/c/en/us/solutions/cloud/index.html,,https://www.cisco.com/c/en/us/solutions/cloud/index.html,2025-01-28 11:49:06,2025-07-28 19:55:06,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,what is a vpn,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview, Knowledge panel",57000,78,0.91,398,1898,1500,0,14,1,13,,https://www.cisco.com/c/en/us/products/security/vpn-endpoint-security-clients/what-is-vpn.html,AI Overview,https://www.cisco.com/site/us/en/learn/topics/security/what-is-a-virtual-private-network-vpn.html,2025-01-29 23:20:16,2025-07-28 23:04:36,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,network management,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview, Knowledge panel",8300,33,1.05,476,1839,1363,0,5,1,4,,https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-network-management.html,AI Overview,https://www.cisco.com/c/en/us/solutions/enterprise-networks/what-is-network-management.html,2025-01-29 16:56:44,2025-07-29 5:19:46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,spoofing,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview, Discussions and forums, Knowledge panel",13000,49,0.51,9,1243,1234,0,7,3,4,,https://www.cisco.com/c/en/us/products/security/email-security/what-is-spoofing.html,,https://www.cisco.com/site/us/en/learn/topics/security/what-is-spoofing.html,2025-01-29 14:01:04,2025-07-28 6:16:47,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Gain,small business it solutions,US,"People also ask, Sitelinks, Discussions and forums, Video preview",2600,43,0.22,101,1216,1115,0,9,1,8,,https://www.cisco.com/c/en/us/solutions/small-business/services.html,,https://www.cisco.com/site/us/en/solutions/small-business/index.html,2025-01-29 21:00:39,2025-07-26 22:26:58,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Informational + Non Branded,Loss,wifi,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Bottom ads, Paid sitelinks",162000,89,5.53,9027,130,-8897,0,3,4,-1,,https://www.cisco.com/c/en/us/products/wireless/what-is-wifi.html,,https://www.cisco.com/c/en/us/products/wireless/what-is-wifi.html,2025-01-29 19:49:07,2025-07-26 5:59:08,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,virtual private networks,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Top stories",35000,75,2.58,11507,3769,-7738,0,1,1,,,https://www.cisco.com/c/en/us/products/security/vpn-endpoint-security-clients/what-is-vpn.html,AI Overview,https://www.cisco.com/site/us/en/learn/topics/security/what-is-a-virtual-private-network-vpn.html,2025-01-28 21:23:11,2025-07-28 20:55:37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,jabber,US,"Sitelinks, People also ask, Video preview",9400,61,7.85,6458,323,-6135,0,1,2,-1,,https://www.cisco.com/c/en/us/products/unified-communications/jabber/index.html,,https://www.cisco.com/c/en/us/products/unified-communications/jabber/index.html,2025-01-29 16:58:33,2025-07-28 15:18:24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,cyber attack,US,"Top stories, Thumbnail, People also ask, Video preview, Knowledge panel",67000,81,,6689,1812,-4877,0,4,9,-5,,https://www.cisco.com/c/en/us/products/security/common-cyberattacks.html,,https://www.cisco.com/site/us/en/learn/topics/security/what-is-a-cyberattack.html,2025-01-29 9:47:09,2025-07-29 0:59:52,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,cct,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",7700,37,0.77,2271,0,-2270,0,1,1,,,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/technician/index.html,AI Overview,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/technician/index.html,2025-01-28 3:17:46,2025-07-27 9:36:05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,wifi 6 vs 6e,US,"AI Overview, Sitelinks, People also ask, Video preview, Top stories, Thumbnail",7400,11,0.02,2682,867,-1815,0,1,1,,,https://www.cisco.com/c/en/us/products/wireless/what-is-wifi-6-vs-wifi-6e.html,AI Overview,https://www.cisco.com/site/us/en/learn/topics/networking/what-is-wifi-6-vs-wifi-6e.html,2025-01-28 13:38:53,2025-07-25 11:24:22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,network administrator,US,"AI Overview, Thumbnail, People also ask, Top stories, Sitelinks, Video preview",8500,14,0.55,1897,125,-1773,0,1,1,,Featured snippet,https://www.cisco.com/site/us/en/learn/training-certifications/tech-roles/network-administrator.html,AI Overview,https://www.cisco.com/site/us/en/learn/training-certifications/tech-roles/network-administrator.html,2025-01-28 6:44:54,2025-07-23 0:33:58,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,data centers,US,"Top stories, Thumbnail, People also ask, Sitelinks, Local pack, Video preview, Discussions and forums",5200,68,0.45,1755,171,-1584,0,1,4,-3,,https://www.cisco.com/c/en/us/solutions/data-center-virtualization/what-is-a-data-center.html,,https://www.cisco.com/c/en/us/solutions/data-center-virtualization/what-is-a-data-center.html,2025-01-29 13:07:41,2025-07-28 19:12:57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,computer worm,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Knowledge panel",3200,32,0.61,1360,0,-1360,0,1,3,-2,Featured snippet,https://www.cisco.com/c/en/us/products/security/what-is-a-worm.html,People also ask,https://www.cisco.com/site/us/en/learn/topics/security/what-is-a-worm.html,2025-01-29 4:23:54,2025-07-28 3:47:29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Cisco,Informational + Non Branded,Loss,it support for small business,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Top stories",3300,6,0.37,1282,265,-1017,0,1,6,-5,,https://www.cisco.com/c/en/us/solutions/small-business/services.html,,https://www.cisco.com/c/en/us/solutions/small-business/services.html,2025-01-29 10:16:57,2025-07-28 2:19:48,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Cisco,Navigational + Branded,Gain,cisco.com,US,"Sitelinks, People also ask, Video preview",800,96,4,498,641,143,0,1,1,,,https://www.cisco.com/,,https://www.cisco.com/,2025-01-28 21:02:16,2025-07-24 16:47:53,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco marketplace,US,"Sitelinks, Video preview",70,14,5,23,43,20,0,2,1,1,,https://blogs.cisco.com/tag/marketplace,,https://marketplace.cisco.com/en-US/home,2025-01-09 10:47:59,2025-07-11 11:58:34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco 401k login,US,"People also ask, Video preview",200,12,5.88,19,36,17,0,6,3,3,,https://www.cisco.com/c/m/en_us/about/csr/esg-hub/people/benefits.html,,https://usbenefitsportal.cisco.com/,2025-01-11 11:46:57,2025-07-24 17:21:38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco firmware download,US,"Sitelinks, People also ask, Video preview",150,53,0.35,101,117,16,0,1,1,,,https://software.cisco.com/download/home,,https://software.cisco.com/download/home,2025-01-09 10:02:55,2025-06-15 17:20:06,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco umbrella dashboard,US,"Sitelinks, Video preview, People also ask",90,24,,14,24,10,0,5,3,2,,https://www.cisco.com/site/us/en/products/security/umbrella/index.html,,https://umbrella.cisco.com/,2025-01-25 6:48:23,2025-07-10 4:46:52,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,helpzone cisco,US,Video preview,100,0,3.37,75,82,7,0,1,1,,,https://helpzone.cisco.com/,,https://helpzone.cisco.com/,2025-01-15 7:59:13,2025-07-12 16:52:34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco meraki demo,US,"Sitelinks, Video preview, People also ask",50,1,1.78,28,34,6,0,1,1,,,https://meraki.cisco.com/form/demo/,,https://meraki.cisco.com/form/demo/,2025-01-23 19:54:24,2025-07-08 18:28:59,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Cisco,Navigational + Branded,Gain,download cisco,US,"Sitelinks, Video preview",50,60,4.9,26,32,6,0,1,1,,,https://software.cisco.com/download/home,,https://software.cisco.com/download/home,2025-01-28 18:20:02,2025-06-11 13:45:45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco ise download,US,"Video preview, People also ask, Sitelinks",70,1,,44,50,6,0,1,1,,,https://software.cisco.com/download/home/283801620/type/283802505/release/3.2.0,,https://software.cisco.com/download/home/283801620/type/283802505/release/3.2.0,2025-01-18 5:12:23,2025-07-01 21:54:08,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Gain,cisco meraki dashboard,US,"People also ask, Video preview, Sitelinks",900,37,3,99,105,5,0,2,2,,,https://meraki.cisco.com/products/meraki-dashboard/,,https://meraki.cisco.com/products/meraki-dashboard/,2025-01-26 18:46:11,2025-07-28 21:28:55,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco support,US,"Sitelinks, People also ask, Video preview",1600,19,1.97,1177,1132,-45,0,1,1,,,https://www.cisco.com/c/en/us/support/index.html,,https://www.cisco.com/c/en/us/support/index.html,2025-01-24 7:56:06,2025-07-26 6:13:34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco umbrella login,US,"Sitelinks, People also ask, Video preview",700,26,,154,112,-42,0,2,2,,,https://umbrella.cisco.com/,,https://umbrella.cisco.com/,2025-01-25 19:25:20,2025-07-27 22:54:22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco ccw login,US,Video preview,250,11,,220,183,-37,0,1,1,,,https://apps.cisco.com/Commerce/guest,,https://apps.cisco.com/Commerce/guest,2025-01-12 3:21:59,2025-07-22 14:16:18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco networking academy login,US,"Sitelinks, Video preview",150,74,2.77,57,32,-25,0,2,2,,,https://www.cisco.com/c/m/en_sg/partners/cisco-networking-academy/index.html,,https://www.cisco.com/site/us/en/products/index.html,2025-01-24 4:31:14,2025-06-02 1:48:03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco dashboard login,US,"People also ask, Sitelinks, Video preview",150,42,5.33,63,40,-24,0,2,2,,,https://meraki.cisco.com/products/meraki-dashboard/,,https://meraki.cisco.com/products/meraki-dashboard/,2025-01-21 5:13:41,2025-07-04 5:41:18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,www.cisco.com,US,"Sitelinks, People also ask, Video preview, Bottom ads, Paid sitelinks",100,89,3.75,74,56,-18,18,1,1,,,https://www.cisco.com/,,https://www.cisco.com/,2025-01-07 16:36:58,2025-07-22 22:00:59,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco amp login,US,"Sitelinks, Video preview, People also ask",100,0,,85,71,-15,0,1,1,,,https://console.amp.cisco.com/,,https://console.amp.cisco.com/dashboard,2025-01-21 8:05:29,2025-07-04 1:18:50,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco partner login,US,"Sitelinks, Video preview, People also ask",70,26,4.31,54,39,-14,0,1,1,,,https://www.cisco.com/site/us/en/partners/index.html,,https://www.cisco.com/site/us/en/partners/index.html,2025-01-28 5:21:44,2025-07-28 9:24:49,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco meraki login,US,"People also ask, Video preview",2400,38,0.94,190,177,-13,0,2,2,,,https://meraki.cisco.com/products/meraki-dashboard/,,https://meraki.cisco.com/products/meraki-dashboard/,2025-01-29 20:18:10,2025-07-29 5:34:14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Branded,Loss,cisco commerce workspace login,US,Video preview,100,4,,89,77,-13,0,1,1,,,https://apps.cisco.com/Commerce/guest,,https://apps.cisco.com/Commerce/guest,2025-01-12 9:34:13,2025-07-26 5:34:22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,sisco company,US,"Sitelinks, People also ask, Video preview, Knowledge panel",1100,66,0.4,6,105,99,0,15,3,12,,https://www.cisco.com/,,https://www.cisco.com/,2025-01-29 19:31:06,2025-07-13 15:15:51,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,umbrella login,US,"Sitelinks, People also ask",250,23,,2,45,43,0,4,2,2,,https://umbrella.cisco.com/,,https://umbrella.cisco.com/,2025-01-11 19:19:59,2025-07-27 21:15:24,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,zoro . to,US,"Discussions and forums, Sitelinks, Video preview, Thumbnail",1000,41,0.07,,39,,0,,3,New,,,Discussions and forums,https://community.cisco.com/t5/webex-calling/zoroto-in-2025-everything-you-need-to-know/td-p/5299875,,2025-07-28 23:04:40,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,webex.com login,US,"Sitelinks, People also ask",250,42,0.05,12,48,37,0,8,2,6,,https://www.cisco.com/c/en/us/products/conferencing/webex.html,,https://www.cisco.com/c/en/us/products/conferencing/webex.html,2025-01-21 18:43:02,2025-07-04 15:11:05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,umbrella.com,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",60,59,0.92,2,36,34,0,2,2,,,https://umbrella.cisco.com/,,https://umbrella.cisco.com/,2025-01-19 2:55:37,2025-07-03 11:01:46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,amazon.force.com apply,US,"Sitelinks, Video preview",1800,70,0.98,7,35,29,0,19,11,8,,https://www.cisco.com/c/en/us/about/careers/applying-to-cisco.html,,https://jobs.cisco.com/,2025-01-26 14:50:06,2025-07-27 10:13:22,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Cisco,Navigational + Non branded,Gain,zoroto,US,"Sitelinks, Video preview",8200,0,0.07,,21,,0,,3,New,,,,https://community.cisco.com/t5/webex-calling/zoroto-in-2025-everything-you-need-to-know/m-p/5299875/highlight/true,,2025-07-29 5:51:24,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,unity sso portal,US,"People also ask, Sitelinks",600,2,8.81,12,33,21,0,12,13,-1,,https://www.cisco.com/c/en/us/td/docs/voice_ip_comm/connection/14/troubleshooting/guide/b_14cuctsg/b_14cuctsg_chapter_010110.html,,https://www.cisco.com/c/en/us/td/docs/voice_ip_comm/connection/14/troubleshooting/guide/b_14cuctsg/b_14cuctsg_chapter_010110.html,2025-01-26 12:50:36,2025-07-12 1:58:38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,mism-193,US,,20,0,,,20,,0,,1,New,,,,https://www.cisco.com/c/en/us/td/docs/optical/r11/dwdm/troubleshooting/guide/b-454-ts-r11-ons.pdf,,2025-07-21 6:37:33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Gain,web webex,US,"Sitelinks, People also ask, Video preview",150,68,0.11,5,25,20,0,9,3,6,,https://www.cisco.com/c/en/us/products/conferencing/webex.html,,https://www.cisco.com/c/en/us/products/conferencing/webex.html,2025-01-28 16:05:45,2025-07-14 19:41:48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Cisco,Navigational + Non branded,Loss,192.168.1.1,US,"Sitelinks, People also ask, Video preview",46000,47,0.13,369,10,-358,0,14,30,-16,,https://community.cisco.com/t5/routers-small-business/cannot-login-to-192-168-1-1/td-p/1998130/page/2,,https://community.cisco.com/t5/routers-small-business/cannot-login-to-192-168-1-1/td-p/1998130,2025-01-28 4:59:36,2025-07-29 0:20:45,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Cisco,Navigational + Non branded,Loss,meraki dashboard login,US,Video preview,6400,35,0.18,326,17,-309,0,2,3,-1,,https://meraki.cisco.com/products/meraki-dashboard/,,https://meraki.cisco.com/products/meraki-dashboard/,2025-01-28 8:49:18,2025-07-29 5:06:23,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
